City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,egvekinot,66.3167,-179.1667,-26.8,87,100,3.9,RU,1675727310
1,bairiki,1.3292,172.9752,30.0,66,75,5.66,KI,1675727310
2,bambanglipuro,-7.95,110.2833,24.07,93,100,1.89,ID,1675727311
3,yellowknife,62.456,-114.3525,-20.71,77,75,3.6,CA,1675727201
4,saskylakh,71.9167,114.0833,-35.86,100,97,1.1,RU,1675727311
5,port alfred,-33.5906,26.891,21.77,93,100,0.89,ZA,1675727312
6,kapaa,22.0752,-159.319,27.18,80,40,5.14,US,1675727312
7,torbay,47.6666,-52.7314,1.05,95,100,2.68,CA,1675727312
8,den helder,52.9599,4.7593,0.57,100,0,0.51,NL,1675727313
9,qaanaaq,77.484,-69.3632,-28.54,97,100,1.65,GL,1675727313
10,tuatapere,-46.1333,167.6833,16.83,65,86,6.23,NZ,1675727314
11,hilo,19.7297,-155.09,27.38,82,100,4.12,US,1675727314
12,hasaki,35.7333,140.8333,7.9,54,100,1.53,JP,1675727315
13,puerto ayora,-0.7393,-90.3518,27.53,85,52,4.47,EC,1675727226
14,abay,49.6311,72.8539,-12.79,97,99,3.05,KZ,1675727315
15,busselton,-33.65,115.3333,20.98,66,99,5.59,AU,1675727315
16,lebu,-37.6167,-73.65,14.74,82,0,8.35,CL,1675727316
17,rikitea,-23.1203,-134.9692,26.31,73,59,4.31,PF,1675727316
18,blythe,33.6103,-114.5964,21.25,14,0,7.72,US,1675727317
19,mataura,-46.1927,168.8643,14.3,90,75,3.24,NZ,1675727317
20,sun valley,39.5963,-119.776,5.13,51,0,3.13,US,1675727317
21,bereda,43.2686,-7.5406,-1.03,100,9,1.7,ES,1675727318
22,vaini,-21.2,-175.2,26.09,94,75,1.54,TO,1675727318
23,san patricio,28.017,-97.5169,24.19,77,31,7.83,US,1675727251
24,hermanus,-34.4187,19.2345,22.11,93,27,2.22,ZA,1675727319
25,rancho palos verdes,33.7445,-118.387,21.82,50,0,7.72,US,1675727039
26,kahului,20.8947,-156.47,28.32,66,40,11.32,US,1675727221
27,punta arenas,-53.15,-70.9167,14.06,77,75,5.14,CL,1675727138
28,new norfolk,-42.7826,147.0587,20.95,45,7,1.79,AU,1675727319
29,kruisfontein,-34.0033,24.7314,22.16,92,82,2.56,ZA,1675727094
30,vila velha,-20.3297,-40.2925,26.08,86,0,0.0,BR,1675727247
31,bengkulu,-3.8004,102.2655,24.12,83,89,2.63,ID,1675727320
32,iquique,-20.2208,-70.1431,24.02,81,82,2.81,CL,1675727146
33,nizhnevartovsk,60.9344,76.5531,-15.99,92,75,1.0,RU,1675727039
34,raudeberg,61.9875,5.1352,7.15,75,100,12.65,NO,1675727321
35,ancud,-41.8697,-73.8203,14.14,80,0,0.92,CL,1675727316
36,sterlibashevo,53.4376,55.2578,-15.75,100,92,1.19,RU,1675727321
37,mar del plata,-38.0023,-57.5575,21.16,72,0,6.69,AR,1675727086
38,dudinka,69.4058,86.1778,-21.88,99,100,2.22,RU,1675727322
39,bud,39.447,-86.1758,7.25,68,100,4.83,US,1675727322
40,atuona,-9.8,-139.0333,25.92,77,16,5.88,PF,1675727105
41,mehamn,71.0357,27.8492,4.97,75,20,10.29,NO,1675727142
42,bethel,41.3712,-73.414,5.17,68,20,4.63,US,1675727323
43,meadow lake,34.8014,-106.5436,9.71,37,58,8.01,US,1675727323
44,avarua,-21.2078,-159.775,29.03,79,20,5.14,CK,1675727077
45,yar-sale,66.8333,70.8333,-20.36,98,93,2.67,RU,1675727323
46,bambous virieux,-20.3428,57.7575,25.68,94,75,3.09,MU,1675727324
47,bredasdorp,-34.5322,20.0403,20.34,94,69,1.35,ZA,1675727101
48,butaritari,3.0707,172.7902,27.28,80,80,9.3,KI,1675727076
49,pincher creek,49.4833,-113.952,5.09,54,40,15.95,CA,1675727137
50,komsomolskiy,40.4272,71.7189,1.4,93,41,3.09,UZ,1675727324
51,jamestown,42.097,-79.2353,-0.55,95,100,2.06,US,1675727045
52,fortuna,40.5982,-124.1573,12.03,69,0,5.14,US,1675727325
53,south river,40.4465,-74.386,7.37,62,26,1.34,US,1675727172
54,torrington,41.8007,-73.1212,4.32,69,91,2.24,US,1675727214
55,hayden,47.766,-116.7866,5.9,82,100,4.12,US,1675727325
56,victoria,22.2855,114.1577,20.53,89,84,0.45,HK,1675727037
57,ribeira grande,38.5167,-28.7,13.76,72,89,6.26,PT,1675727290
58,port elizabeth,-33.918,25.5701,23.39,97,75,2.06,ZA,1675727326
59,sayyan,15.1718,44.3244,11.92,33,95,0.7,YE,1675727326
60,dustlik,40.5247,68.0358,3.21,66,21,2.12,UZ,1675727326
61,sept-iles,50.2001,-66.3821,-11.0,72,0,3.6,CA,1675727159
62,hobart,-42.8794,147.3294,21.14,48,40,4.12,AU,1675727263
63,harper,4.375,-7.7169,26.47,80,100,4.42,LR,1675727327
64,puerto carreno,6.189,-67.4859,26.99,69,75,5.14,CO,1675727328
65,khatanga,71.9667,102.5,-40.95,100,57,1.17,RU,1675727328
66,tigzirt,36.8886,4.1198,10.75,76,80,3.09,DZ,1675727329
67,hithadhoo,-0.6,73.0833,27.46,69,81,5.01,MV,1675727329
68,arlit,18.7369,7.3853,21.68,14,100,2.93,NE,1675727330
69,vao,-22.6667,167.4833,25.83,69,35,6.16,NC,1675727330
70,albany,42.6001,-73.9662,-0.15,67,84,0.89,US,1675727149
71,itapaci,-14.9508,-49.5494,22.45,85,53,0.75,BR,1675727331
72,aksu,41.1231,80.2644,-3.37,81,98,1.63,CN,1675727331
73,saldanha,-33.0117,17.9442,18.03,97,84,6.72,ZA,1675727332
74,ponta do sol,32.6667,-17.1,15.4,65,26,3.94,PT,1675727332
75,bluff,-46.6,168.3333,14.22,78,88,14.5,NZ,1675727332
76,omboue,-1.5746,9.2618,25.41,87,92,1.8,GA,1675727333
77,lavrentiya,65.5833,-171.0,-24.94,88,100,2.04,RU,1675727333
78,soyo,-6.1349,12.3689,26.05,84,58,1.96,AO,1675727333
79,pasni,25.2631,63.471,21.35,42,6,3.89,PK,1675727334
80,airai,-8.9266,125.4092,19.58,76,74,1.27,TL,1675727127
81,kununurra,-15.7667,128.7333,27.99,69,76,1.03,AU,1675727228
82,dunedin,-45.8742,170.5036,22.27,42,18,3.39,NZ,1675727290
83,thompson,55.7435,-97.8558,-12.91,78,75,5.66,CA,1675727334
84,nanortalik,60.1432,-45.2371,-15.28,84,78,4.86,GL,1675727334
85,barrow,71.2906,-156.7887,-22.99,77,100,3.6,US,1675727335
86,east london,-33.0153,27.9116,23.44,84,36,6.33,ZA,1675727335
87,ostrovnoy,68.0531,39.5131,-5.47,86,100,12.94,RU,1675727336
88,mount gambier,-37.8333,140.7667,19.64,55,8,3.72,AU,1675727336
89,hirara,24.8,125.2833,20.15,94,75,5.14,JP,1675727274
90,lagoa,39.05,-27.9833,12.77,70,100,11.22,PT,1675727337
91,cherskiy,68.75,161.3,-38.04,100,100,2.29,RU,1675727337
92,cape town,-33.9258,18.4232,21.62,89,40,4.63,ZA,1675727170
93,prince rupert,54.3161,-130.3201,5.83,92,0,4.12,CA,1675727095
94,severo-kurilsk,50.6789,156.125,-4.35,79,100,13.27,RU,1675727338
95,sao filipe,14.8961,-24.4956,20.2,62,20,7.78,CV,1675727338
96,takoradi,4.8845,-1.7554,26.27,87,88,5.0,GH,1675727254
97,nhamunda,-2.1861,-56.7131,24.26,90,94,1.07,BR,1675727339
98,isangel,-19.55,169.2667,31.06,84,75,1.03,VU,1675727113
99,dikson,73.5069,80.5464,-31.4,100,100,2.23,RU,1675727064
100,guerrero negro,27.9769,-114.0611,18.52,43,99,9.97,MX,1675727340
101,pundaguitan,6.3711,126.1689,25.18,81,100,6.22,PH,1675727340
102,cabo san lucas,22.8909,-109.9124,26.61,49,0,6.17,MX,1675727174
103,shieli,44.1667,66.75,-1.24,85,38,1.34,KZ,1675727341
104,teguise,29.0605,-13.564,14.12,67,20,3.09,ES,1675727341
105,kismayo,-0.3582,42.5454,24.59,87,8,6.62,SO,1675727342
106,college,64.8569,-147.8028,-11.62,88,75,0.0,US,1675727342
107,coquimbo,-29.9533,-71.3436,18.85,82,75,3.6,CL,1675727343
108,coihaique,-45.5752,-72.0662,16.97,45,20,4.63,CL,1675727208
109,zhigansk,66.7697,123.3711,-48.5,100,72,1.19,RU,1675727343
110,san antonio,29.4241,-98.4936,24.47,56,0,7.72,US,1675727341
111,upernavik,72.7868,-56.1549,-22.78,94,100,3.26,GL,1675727293
112,sur,22.5667,59.5289,20.88,61,61,0.71,OM,1675727345
113,te anau,-45.4167,167.7167,13.64,89,99,3.9,NZ,1675727345
114,saint-joseph,-21.3667,55.6167,24.21,84,78,4.83,RE,1675727346
115,vestmanna,62.1564,-7.1664,5.51,61,75,9.26,FO,1675727346
116,mount isa,-20.7333,139.5,25.87,89,100,5.66,AU,1675727277
117,alice springs,-23.7,133.8833,26.75,34,40,0.51,AU,1675727131
118,surt,31.2089,16.5887,12.25,56,89,2.85,LY,1675727347
119,ushuaia,-54.8,-68.3,10.81,87,100,6.69,AR,1675727348
120,ilulissat,69.2167,-51.1,-18.99,78,100,3.6,GL,1675727348
121,krusevac,43.58,21.3339,-2.8,72,53,1.54,RS,1675727349
122,san quintin,30.4833,-115.95,14.5,69,8,9.39,MX,1675727349
123,hobyo,5.3505,48.5268,24.64,77,59,7.47,SO,1675727350
124,marck,50.949,1.9433,1.67,86,1,2.66,FR,1675727350
125,turukhansk,65.8167,87.9833,-25.29,99,98,1.98,RU,1675727351
126,arraial do cabo,-22.9661,-42.0278,25.92,83,75,2.57,BR,1675727351
127,ashland,40.8167,-82.2665,0.49,86,53,3.13,US,1675727352
128,plettenberg bay,-34.0527,23.3716,20.35,97,66,2.68,ZA,1675727352
129,pisco,-13.7,-76.2167,25.03,83,0,8.23,PE,1675727353
130,mecca,21.4267,39.8261,20.41,74,80,2.97,SA,1675727201
131,kavieng,-2.5744,150.7967,27.84,79,97,3.7,PG,1675727159
132,boffa,10.1667,-14.0333,22.12,66,69,1.61,GN,1675727354
133,salalah,17.0151,54.0924,22.05,60,20,1.03,OM,1675727354
134,norman wells,65.282,-126.8329,-24.98,77,75,1.54,CA,1675727069
135,hamilton,39.1834,-84.5333,7.63,60,100,4.12,US,1675727192
136,kavaratti,10.5669,72.642,26.82,75,92,5.66,IN,1675727355
137,cortez,37.3489,-108.5859,2.42,53,0,6.69,US,1675727355
138,hofn,64.2539,-15.2082,0.83,83,62,9.46,IS,1675727356
139,santa marta,11.2408,-74.199,30.03,58,20,6.17,CO,1675727111
140,abu samrah,35.3029,37.1841,5.68,82,80,10.16,SY,1675727356
141,songkhla,6.8333,100.6667,23.03,96,100,1.13,TH,1675727170
142,touros,-5.1989,-35.4608,26.29,80,9,5.52,BR,1675727357
143,borogontsy,62.6683,131.1683,-42.11,100,100,0.91,RU,1675727357
144,la palma,33.8464,-118.0467,22.32,42,20,3.6,US,1675727358
145,contamana,-7.3333,-75.0167,23.57,92,68,1.05,PE,1675727359
146,saint anthony,45.0205,-93.218,2.03,86,100,4.63,US,1675727359
147,ilukste,55.9775,26.2966,-4.82,97,56,2.53,LV,1675727360
148,mercedes,-34.6515,-59.4307,28.21,37,6,4.53,AR,1675727360
149,nemuro,43.3236,145.575,-4.22,86,100,4.61,JP,1675727361
150,tigil,57.8,158.6667,-19.01,95,100,2.87,RU,1675727361
151,chokurdakh,70.6333,147.9167,-34.16,100,99,0.86,RU,1675727362
152,sainte-martine,45.2501,-73.7992,-8.03,73,48,0.0,CA,1675727363
153,yellandu,17.6,80.3333,17.99,73,69,1.04,IN,1675727353
154,taltal,-25.4,-70.4833,22.08,74,37,2.54,CL,1675727160
155,lensk,60.7253,114.9278,-27.2,99,100,0.62,RU,1675727366
156,tuktoyaktuk,69.4541,-133.0374,-40.0,67,75,0.0,CA,1675727368
157,nikolskoye,59.7035,30.7861,-3.06,98,91,1.46,RU,1675727368
158,lucapa,-8.4192,20.7447,18.13,84,77,1.21,AO,1675727368
159,samarai,-10.6167,150.6667,26.42,84,100,4.79,PG,1675727369
160,berdychiv,49.8993,28.6024,-6.13,95,98,3.56,UA,1675727369
161,jadu,31.953,12.0261,6.69,63,63,4.35,LY,1675727369
162,surajgarh,28.3124,75.7347,14.5,41,0,3.77,IN,1675727370
163,grand gaube,-20.0064,57.6608,25.77,80,85,1.79,MU,1675727370
164,basoko,1.2391,23.616,24.38,56,66,1.27,CD,1675727371
165,sinazongwe,-17.2614,27.4618,23.27,79,40,0.54,ZM,1675727371
166,san pedro,14.35,121.0167,25.7,85,40,0.51,PH,1675727183
167,mahon,39.8885,4.2658,10.31,93,75,3.09,ES,1675727086
168,casas grandes,30.3667,-107.95,16.62,16,2,12.15,MX,1675727372
169,riviere-au-renard,48.9957,-64.3971,-11.84,73,94,7.27,CA,1675727372
170,constitucion,-35.3333,-72.4167,15.54,81,22,5.11,CL,1675727372
171,daokou,35.5639,114.5058,2.12,70,93,3.12,CN,1675727373
172,bilma,18.6853,12.9164,17.46,18,18,4.02,NE,1675727373
173,mananara,-16.1667,49.7667,23.09,94,100,1.59,MG,1675727373
174,ewa beach,21.3156,-158.0072,28.97,61,20,7.72,US,1675727374
175,saint-pierre,-21.3393,55.4781,24.82,73,75,2.06,RE,1675727374
176,tiksi,71.6872,128.8694,-34.69,100,91,1.89,RU,1675727375
177,dour,50.3958,3.7779,2.33,88,8,3.26,BE,1675727375
178,nawada,24.8833,85.5333,13.11,48,0,2.38,IN,1675727376
179,clyde river,70.4692,-68.5914,-31.87,68,20,2.57,CA,1675727376
180,iqaluit,63.7506,-68.5145,-32.15,68,40,5.66,CA,1675727376
181,katsuura,35.1333,140.3,11.09,62,100,3.59,JP,1675727377
182,simao,22.7886,100.9748,8.47,52,1,0.96,CN,1675727377
183,tura,25.5198,90.2201,13.4,54,0,1.48,IN,1675727377
184,beyneu,45.3167,55.2,2.32,84,100,9.08,KZ,1675727378
185,gemona,46.2794,13.1431,-0.82,76,46,1.73,IT,1675727378
186,jennings,38.7192,-90.2604,15.1,57,0,6.69,US,1675727378
187,praia,14.9215,-23.5087,20.3,56,75,12.86,CV,1675727377
188,pevek,69.7008,170.3133,-35.51,100,100,1.46,RU,1675727379
189,najran,17.4924,44.1277,18.36,64,76,2.48,SA,1675727380
190,georgetown,5.4112,100.3354,25.96,94,20,0.51,MY,1675727113
191,nueva gerona,21.8833,-82.8,25.24,67,6,2.27,CU,1675727380
192,tuburan,6.6439,122.2736,25.05,76,98,2.0,PH,1675727380
193,chuy,-33.6971,-53.4616,20.94,79,81,2.92,UY,1675727381
194,estelle,29.8458,-90.1067,20.0,65,40,4.12,US,1675727381
195,lakatoro,-16.0999,167.4164,25.65,89,100,3.31,VU,1675727382
196,esperance,-33.8667,121.9,21.1,82,7,8.18,AU,1675727382
197,arman,59.7,150.1667,-26.54,81,82,3.75,RU,1675727289
198,bathsheba,13.2167,-59.5167,26.34,69,20,7.72,BB,1675727154
199,kodiak,57.79,-152.4072,2.73,60,0,4.12,US,1675727383
200,talcahuano,-36.7167,-73.1167,19.82,56,1,5.66,CL,1675727182
201,husavik,66.0449,-17.3389,-2.05,66,57,7.36,IS,1675727383
202,cachira,7.741,-73.0483,13.63,91,84,2.46,CO,1675727383
203,barao de melgaco,-16.1944,-55.9675,24.49,82,93,1.5,BR,1675727384
204,gazanjyk,39.2446,55.5154,7.7,56,0,5.07,TM,1675727384
205,langfang,39.5097,116.6947,-1.81,60,0,1.95,CN,1675727385
206,ludvika,60.1496,15.1878,0.19,91,76,4.49,SE,1675727385
207,siauliai,55.9333,23.3167,-0.99,93,75,5.66,LT,1675727385
208,franco da rocha,-23.3217,-46.7269,22.6,95,45,1.56,BR,1675727386
209,hay river,60.8156,-115.7999,-17.01,78,100,3.6,CA,1675727386
210,castro,-24.7911,-50.0119,18.61,72,58,1.04,BR,1675727387
211,port hedland,-20.3167,118.5667,30.03,79,34,3.09,AU,1675727280
212,shu,43.5983,73.7614,-2.01,93,100,0.68,KZ,1675727388
213,bonthe,7.5264,-12.505,24.46,80,100,2.39,SL,1675727388
